,Object_code,Function_code,Title,Category_State,Category_Edstruments,Major_Category_Edstruments,State
6969,6594,,Other Debt Service Expenditures or Expenses—Locally Defined,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6970,6599,,Other Debt Service Fees,DEBT SERVICE,Debt Service,Other Financing Uses,Texas
6971,6610,,Land Purchase and Improvement,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Land,Capital,Texas
6972,6614,,Land Purchase and Improvements—Locally Defined,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Land,Capital,Texas
6973,6619,,Land Purchase and Improvement,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Land,Capital,Texas
6974,6620,,"Building Purchase, Construction, or Improvements","CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Buildings,Capital,Texas
6975,6624,,"Building Purchase, Construction, or Improvements—Locally Defined","CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Buildings,Capital,Texas
6976,6629,,"Building Purchase, Construction, or Improvements","CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Buildings,Capital,Texas
6977,6630,,Furniture and Equipment,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Machinery and Equipment,Capital,Texas
6978,6631,,"Vehicles Per-Unit Cost of $5,000 or More","CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Machinery and Equipment,Capital,Texas
6979,6635,,Furniture and Equipment—Locally Defined,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Machinery and Equipment,Capital,Texas
6980,6639,,"Furniture, Equipment and Software","CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Machinery and Equipment,Capital,Texas
6981,6640,,CAPITAL ASSETS—DISTRICT DEFINED,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Other Capital,Capital,Texas
6982,6641,,"Vehicles Per-Unit Cost of Less than $5,000","CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Machinery and Equipment,Capital,Texas
6983,6644,,Capital Assets—Locally Defined,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Other Capital,Capital,Texas
6984,6649,,Capital Assets—Other—Locally Defined Groupings,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Other Capital,Capital,Texas
6985,6650,,CAPITAL ASSETS UNDER CAPITAL LEASES,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Other Capital,Capital,Texas
6986,6651,,Capital Lease of Buildings,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Buildings,Capital,Texas
6987,6654,,Capital Assets Under Capital Lease–Locally Defined,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Other Capital,Capital,Texas
6988,6659,,"Capital Lease of Furniture, Equipment and Software","CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Machinery and Equipment,Capital,Texas
6989,6660,,LIBRARY BOOKS AND MEDIA,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Other Capital,Capital,Texas
6990,6665,,Library Books and Media—Locally Defined,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Other Capital,Capital,Texas
6991,6669,,Library Books and Media,"CAPITAL OUTLAY—LAND, BUILDINGS, AND EQUIPMENT",Other Capital,Capital,Texas
6992,110,,General District Administrative Salaries,Salaries,Administrative Salaries,Salaries,Utah
6993,111,,Compensation School Board,Salaries,Administrative Salaries,Salaries,Utah
6994,112,,Salaries Superintendent,Salaries,Administrative Salaries,Salaries,Utah
6995,113,,Salaries Assoc/Deputy/Asst Superintendent,Salaries,Administrative Salaries,Salaries,Utah
6996,114,,Salaries School Business Administrator,Salaries,Administrative Salaries,Salaries,Utah
6997,115,,Salaries Supervisors and Directors,Salaries,Administrative Salaries,Salaries,Utah
6998,120,,School Administrative Salaries,Salaries,Administrative Salaries,Salaries,Utah
6999,121,,Salaries Principals and Assistants,Salaries,Administrative Salaries,Salaries,Utah
7000,130,,Instructional Salaries,Salaries,Support Staff Salaries,Salaries,Utah
7001,131,,Salaries Teachers,Salaries,Teachers Salaries,Salaries,Utah
7002,132,,Salaries Substitute Teachers,Salaries,Teachers Salaries,Salaries,Utah
7003,133,,Salaries Sabbatical Leave,Salaries,Other Salaries,Salaries,Utah
7004,140,,Licensed Non Instructional Salaries,Salaries,Other Salaries,Salaries,Utah
7005,141,,Salaries Attendance and Social Work Personnel,Salaries,Support Staff Salaries,Salaries,Utah
7006,142,,Salaries Guidance Personnel,Salaries,Other Salaries,Salaries,Utah
7007,143,,Salaries Health Services Personnel,Salaries,Support Staff Salaries,Salaries,Utah
7008,144,,Salaries Psychological Personnel,Salaries,Other Salaries,Salaries,Utah
7009,145,,Salaries Media Personnel Licensed,Salaries,Other Salaries,Salaries,Utah
7010,150,,Office Salaries,Salaries,Support Staff Salaries,Salaries,Utah
7011,151,,Salaries Professional Office Personnel,Salaries,Other Salaries,Salaries,Utah
7012,152,,Salaries Secretarial and Clerical Personnel,Salaries,Support Staff Salaries,Salaries,Utah
7013,160,,Non Licensed Instructional Salaries,Salaries,Other Salaries,Salaries,Utah
7014,161,,Salaries Teacher Aides and Para Professionals,Salaries,Support Staff Salaries,Salaries,Utah
7015,162,,Salaries Media Personnel Non Licensed,Salaries,Other Salaries,Salaries,Utah
7016,170,,Student Transportation Salaries,Salaries,Busing/Transportation,Purchased Professional and Technical Services,Utah
7017,171,,Salaries Student Transportation Supervisor,Salaries,Support Staff Salaries,Salaries,Utah
7018,172,,Salaries Bus Drivers,Salaries,Support Staff Salaries,Salaries,Utah
7019,173,,Salaries Mechanics and Other Garage Employees,Salaries,Other Salaries,Salaries,Utah
7020,174,,Salaries Other Student Transportation,Salaries,Busing/Transportation,Purchased Professional and Technical Services,Utah
7021,175,,Salaries Bus Aides,Salaries,Support Staff Salaries,Salaries,Utah
7022,180,,Operation and Maintenance Salaries,Salaries,Other Salaries,Salaries,Utah
7023,181,,Salaries Operation & Maintenance Supervisors,Salaries,Support Staff Salaries,Salaries,Utah
7024,181,,Salaries Operation & Maintenance Supervisors,Salaries,Support Staff Salaries,Salaries,Utah
7025,182,,Salaries Custodial & Maintenance Personnel,Salaries,Other Salaries,Salaries,Utah
7026,184,,Salaries Technology Personnel,Salaries,Other Salaries,Salaries,Utah
7027,190,,Other Salaries,Salaries,Other Salaries,Salaries,Utah
7028,191,,Salaries Food Services Personnel,Salaries,Support Staff Salaries,Salaries,Utah
7029,195,,Salaries – Athletic Coaches,Salaries,Other Salaries,Salaries,Utah
7030,198,,Salaries Other Classified Personnel,Salaries,Other Salaries,Salaries,Utah
7031,210,,State Retirement,Employee Benefits,Retirement Contributions,Employee Benefits,Utah
7032,220,,Social Security,Employee Benefits,Retirement Contributions,Employee Benefits,Utah
7033,230,,Local Retirement,Employee Benefits,Retirement Contributions,Employee Benefits,Utah
7034,240,,Group Insurance,Employee Benefits,Group Insurance,Employee Benefits,Utah
7035,270,,Industrial Insurance,Employee Benefits,Health Insurance/Health Related Benefits,Employee Benefits,Utah
7036,280,,Unemployment Insurance,Employee Benefits,Unemployment Benefits,Employee Benefits,Utah
7037,290,,Other Employee Benefits,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7038,310,,Official/Administrative Services,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7039,320,,Professional Educational Services,Employee Benefits,Purchased Professional Services,Purchased Professional and Technical Services,Utah
7040,330,,Employee Training and Development,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7041,340,,Other Contracted Professional Services,Employee Benefits,Purchased Professional Services,Purchased Professional and Technical Services,Utah
7042,341,,Teacher Salaries,Employee Benefits,Teachers Salaries,Salaries,Utah
7043,342,,Teacher Benefits,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7044,343,,LEA Administration Salaries,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7045,344,,LEA Administration Benefits,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7046,345,,Business Services,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7047,349,,Purchased Legal Services,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7048,350,,Technical Services,Employee Benefits,Other Employee Benefits,Employee Benefits,Utah
7049,410,,Utility Services,Purchased Property Services ,Utilities/Energy,Purchased Property Services,Utah
7050,420,,Cleaning Services,Purchased Property Services ,Maintenance Costs,Purchased Property Services,Utah
7051,430,,Repairs & Maintenance Services,Purchased Property Services ,Maintenance Costs,Purchased Property Services,Utah
7052,431,,Non Technology Repairs & Maintenance,Purchased Property Services ,Maintenance Costs,Purchased Property Services,Utah
7053,432,,Technology Related Repairs & Maintenance,Purchased Property Services ,Maintenance Costs,Purchased Property Services,Utah
7054,433,,Custodial Services,Purchased Property Services ,Maintenance Costs,Purchased Property Services,Utah
7055,440,,Rentals,Purchased Property Services ,Rentals,Purchased Property Services,Utah
7056,441,,Rental of Land & Buildings,Purchased Property Services ,Rentals,Purchased Property Services,Utah
7057,442,,Rental of Equipment & Vehicles,Purchased Property Services ,Rentals,Purchased Property Services,Utah
7058,443,,Rental of Computers & Related Equipment,Purchased Property Services ,Rentals,Purchased Property Services,Utah
7059,450,,Construction Services,Purchased Property Services ,Buildings,Capital,Utah
7060,490,,Other Purchased Property Services,Purchased Property Services ,Other Property Services,Purchased Property Services,Utah
7061,510,,Student Transportation Services,Other Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Utah
7062,511,,Student Trans Services from another LEA Within the State,Other Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Utah
7063,512,,Student Trans Services from another LEA Outside of State,Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7064,513,,Student Transportation Services Commercial,Other Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Utah
7065,514,,Student Transportation Services Student Allowances,Other Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Utah
7066,515,,Payments in lieu of Transportation,Other Purchased Services,Busing/Transportation,Purchased Professional and Technical Services,Utah
7067,516,,Payments in lieu Dead Miles,Other Purchased Services,Purchased Professional Services,Purchased Professional and Technical Services,Utah
7068,517,,Student travel overnight,Other Purchased Services,Travel,Purchased Professional and Technical Services,Utah
7069,518,,Student Day Trips/Field Trips,Other Purchased Services,Travel,Purchased Professional and Technical Services,Utah
7070,520,,Insurance,Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7071,521,,Property Insurance,Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7072,522,,Liability Insurance,Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7073,523,,Fidelity Bond Premiums,Other Purchased Services,Debt Service,Other Financing Uses,Utah
7074,530,,Communication (Telephone & Other),Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7075,540,,Advertising,Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7076,550,,Printing and Binding,Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7077,560,,Tuition,Other Purchased Services,Tuition,Employee Benefits,Utah
7078,561,,Tuition to Other Districts Within the State,Other Purchased Services,Tuition,Employee Benefits,Utah
7079,562,,Tuition to Other LEAs Outside the State,Other Purchased Services,Tuition,Employee Benefits,Utah
7080,563,,Tuition to Private Schools,Other Purchased Services,Tuition,Employee Benefits,Utah
7081,564,,Tuition to Charter Schools Within the State,Other Purchased Services,Tuition,Employee Benefits,Utah
7082,565,,Tuition to Postsecondary Schools,Other Purchased Services,Tuition,Employee Benefits,Utah
7083,569,,Tuition Other,Other Purchased Services,Tuition,Employee Benefits,Utah
7084,570,,Food Service Management,Other Purchased Services,Food,Other Financing Uses,Utah
7085,580,,Staff Travel/Per Diem,Other Purchased Services,Miscellaneous,Other Financing Uses,Utah
7086,590,,"Inter educational, Interagency Purchased Services",Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7087,591,,Services Purchased from another LEA Within the State,Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7088,592,,Services Purchased from another LEA Outside the State,Other Purchased Services,Other Purchased Services,Purchased Professional and Technical Services,Utah
7089,610,,General Supplies,Supplies and Materials,Other Supplies,Supplies,Utah
7090,615,,"Student Uniforms, Clothing",Supplies and Materials,Other Supplies,Supplies,Utah
7091,620,,Energy,Supplies and Materials,Utilities/Energy,Purchased Property Services,Utah
7092,621,,Natural Gas,Supplies and Materials,Utilities/Energy,Purchased Property Services,Utah
7093,622,,Electricity,Supplies and Materials,Utilities/Energy,Purchased Property Services,Utah
7094,626,,Motor Fuel,Supplies and Materials,Utilities/Energy,Purchased Property Services,Utah
7095,623,,Bottled Gas,Supplies and Materials,Utilities/Energy,Purchased Property Services,Utah
7096,624,,Fuel Oil,Supplies and Materials,Utilities/Energy,Purchased Property Services,Utah
7097,625,,Coal,Supplies and Materials,Utilities/Energy,Purchased Property Services,Utah
7098,629,,Other,Supplies and Materials,Miscellaneous,Other Financing Uses,Utah
7099,630,,Food,Supplies and Materials,Food,Other Financing Uses,Utah
7100,640,,Books and Periodicals,Supplies and Materials,Instructional Curriculum,Supplies,Utah
7101,641,,Textbooks,Supplies and Materials,Instructional Curriculum,Supplies,Utah
7102,642,,eTextbooks / Online Curriculum or Subscriptions,Supplies and Materials,Instructional Curriculum,Supplies,Utah
7103,644,,Library Books,Supplies and Materials,Instructional Curriculum,Supplies,Utah
7104,650,,Supplies – Technology Related,Supplies and Materials,Supplies - Technology,Supplies,Utah
7105,670,,Software,Supplies and Materials,Supplies - Technology,Supplies,Utah
7106,680,,Maintenance Supplies and Materials,Supplies and Materials,Maintenance Costs,Purchased Property Services,Utah
7107,681,,Lubricants,Supplies and Materials,Other Supplies,Supplies,Utah
7108,682,,Tires and Tubes,Supplies and Materials,Maintenance Costs,Purchased Property Services,Utah
7109,683,,Repair Parts for Buses & Other Vehicles,Supplies and Materials,Maintenance Costs,Purchased Property Services,Utah
7110,684,,Repair Parts for Garage Equipment,Supplies and Materials,Machinery and Equipment,Capital,Utah
